,0,1,2
44874,278,162,5
44875,616,564,4
44876,56,120,4
44877,98,311,2
44878,795,249,5
44879,503,291,5
44880,471,150,3
44881,325,492,5
44882,279,1046,3
44883,477,402,2
44884,144,900,1
44885,734,274,4
44886,531,471,5
44887,253,77,3
44888,544,76,3
44889,157,448,2
44890,591,1622,4
44891,909,285,3
44892,220,267,5
44893,377,1266,3
44894,804,142,3
44895,522,532,4
44896,47,192,2
44897,683,264,4
44898,61,386,2
44899,748,99,3
44900,668,461,5
44901,649,198,4
44902,415,263,3
44903,804,212,3
44904,932,549,1
44905,692,22,4
44906,679,272,3
44907,789,379,4
44908,180,1010,1
44909,610,1242,3
44910,654,392,2
44911,863,450,4
44912,561,180,3
44913,503,120,4
44914,28,78,4
44915,421,274,5
44916,182,561,3
44917,542,422,3
44918,157,229,2
44919,770,402,4
44920,177,292,4
44921,428,92,4
44922,307,506,3
44923,845,189,5
44924,847,392,5
44925,254,280,1
44926,540,70,5
44927,47,356,5
44928,773,97,4
44929,715,659,4
44930,306,80,5
44931,632,870,3
44932,473,583,5
44933,373,4,4
44934,626,171,3
44935,708,627,3
44936,392,244,3
44937,834,195,5
44938,384,532,4
44939,693,178,4
44940,452,450,2
44941,665,180,2
44942,215,55,5
44943,582,267,5
44944,12,760,4
44945,850,1119,2
44946,276,301,4
44947,773,104,1
44948,344,4,3
44949,485,297,3
44950,93,1090,3
44951,317,46,2
44952,295,312,5
44953,229,620,2
44954,93,217,3
44955,421,200,4
44956,653,824,3
44957,710,703,4
44958,333,270,3
44959,311,1450,4
44960,211,644,3
44961,81,303,3
44962,151,691,5
44963,475,958,3
44964,104,270,2
44965,177,280,3
44966,428,228,2
44967,390,426,5
44968,889,213,4
44969,600,1062,3
44970,763,691,4
44971,422,315,4
44972,888,194,4
44973,65,6,3
44974,378,51,4
44975,342,99,5
44976,252,116,5
44977,434,440,3
44978,716,750,4
44979,229,632,4
44980,222,475,3
44981,942,942,5
44982,852,325,2
44983,804,418,4
44984,756,349,3
44985,42,1054,2
44986,476,293,4
44987,531,689,4
44988,255,97,5
44989,681,155,5
44990,101,662,3
44991,262,257,3
44992,269,558,5
44993,642,126,5
44994,565,209,4
44995,539,273,4
44996,317,865,4
44997,434,121,3
44998,270,418,3
44999,270,704,4
45000,803,31,3
45001,787,11,5
45002,252,342,4
45003,61,954,4
45004,296,134,4
45005,308,1024,5
45006,207,215,5
45007,126,342,5
45008,95,473,4
45009,642,202,4
45010,884,475,4
45011,788,590,3
45012,649,1038,3
45013,617,419,3
45014,143,63,5
45015,405,471,3
45016,151,110,5
45017,663,196,4
45018,504,87,4
45019,471,357,5
45020,313,1516,4
45021,97,115,5
45022,397,587,4
45023,942,1043,3
45024,830,128,2
45025,502,7,5
45026,196,361,4
45027,57,1005,2
45028,555,322,2
45029,591,149,5
45030,302,70,3
45031,180,242,1
45032,59,523,4
45033,204,257,3
45034,221,264,3
45035,502,317,5
45036,408,172,3
45037,76,51,5
45038,173,214,5
45039,11,158,4
45040,113,209,3
45041,21,160,4
45042,636,224,3
45043,269,451,4
45044,824,110,3
45045,378,515,4
45046,775,660,5
45047,547,627,2
45048,333,501,3
45049,12,646,5
45050,773,61,2
45051,10,730,4
45052,795,408,3
45053,678,27,5
45054,335,49,4
45055,57,274,5
45056,715,450,4
45057,233,744,4
45058,746,209,4
45059,359,192,5
45060,765,230,2
45061,12,480,3
45062,463,514,5
45063,845,835,5
45064,192,927,2
45065,47,426,4
45066,658,87,2
45067,307,155,4
45068,287,886,5
45069,641,930,4
45070,806,464,4
45071,242,274,3
45072,888,596,3
45073,158,1151,4
45074,317,530,4
45075,615,322,4
45076,302,501,4
45077,670,249,5
45078,396,94,4
45079,307,1134,4
45080,655,874,2
45081,500,150,4
45082,763,21,4
45083,380,606,4
45084,574,78,5
45085,6,30,4
45086,885,237,3
45087,471,355,3
45088,405,462,5
45089,863,126,4
45090,333,336,4
45091,740,1028,1
45092,536,149,3
45093,251,123,5
45094,627,844,5
45095,534,211,4
45096,670,778,3
45097,285,0,4
45098,187,731,3
45099,120,743,3
45100,714,275,3
45101,419,749,4
45102,879,1275,3
45103,540,654,4
45104,591,460,4
45105,520,225,4
45106,372,78,4
45107,665,637,3
45108,607,460,4
45109,6,27,5
45110,57,653,5
45111,89,878,3
45112,197,380,3
45113,378,447,4
45114,275,229,4
45115,310,479,4
45116,393,738,4
45117,297,193,5
45118,317,131,4
45119,926,818,3
45120,298,149,5
45121,68,306,2
45122,125,288,3
45123,310,177,5
45124,693,672,4
45125,313,1040,4
45126,832,514,3
45127,297,49,5
45128,382,478,4
45129,299,871,5
45130,901,288,3
45131,935,116,4
45132,434,925,3
45133,786,876,2
45134,150,846,5
45135,756,70,4
45136,845,519,5
45137,130,273,3
45138,335,89,5
45139,508,318,2
45140,12,887,2
45141,870,120,4
45142,338,198,5
45143,408,58,5
45144,245,171,5
45145,874,1072,5
45146,654,898,2
45147,4,431,4
45148,505,27,4
45149,388,480,5
45150,624,22,4
45151,620,297,4
45152,916,277,3
45153,368,178,4
45154,658,660,5
45155,915,86,3
45156,768,236,3
45157,912,143,5
45158,285,271,5
45159,180,273,4
45160,167,274,3
45161,424,853,4
45162,902,745,2
45163,532,124,5
45164,101,240,3
45165,360,110,3
45166,502,487,5
45167,89,511,4
45168,302,841,2
45169,428,761,4
45170,537,11,4
45171,398,387,2
45172,129,55,5
45173,327,88,5
45174,61,746,3
45175,116,116,5
45176,483,70,2
45177,909,2,2
45178,457,822,3
45179,482,269,3
45180,333,628,4
45181,639,160,4
45182,338,93,2
45183,880,194,4
45184,539,627,3
45185,359,63,5
45186,602,21,4
45187,221,1177,2
45188,310,230,4
45189,845,509,4
45190,612,602,5
45191,354,299,4
45192,129,755,4
45193,639,149,4
45194,704,622,5
45195,404,514,1
45196,64,805,4
45197,267,1476,2
45198,24,207,4
45199,300,53,3
45200,441,635,5
45201,641,418,4
45202,361,301,5
45203,696,297,4
45204,434,117,2
45205,942,192,4
45206,940,297,5
45207,850,301,5
45208,780,173,5
45209,793,474,5
45210,842,249,4
45211,186,136,5
45212,199,225,4
45213,46,302,4
45214,879,385,3
45215,776,244,5
45216,24,356,4
45217,599,760,4
45218,95,197,5
45219,310,131,4
45220,572,518,4
45221,187,53,4
45222,803,1027,3
45223,269,793,4
45224,183,663,3
45225,547,24,2
45226,108,185,3
45227,48,427,5
45228,507,69,4
45229,84,498,4
45230,568,324,1
45231,712,1430,3
45232,846,238,5
45233,765,432,3
45234,685,27,4
45235,781,1662,2
45236,159,167,4
45237,483,194,5
45238,209,402,4
45239,435,215,4
45240,801,182,5
45241,789,134,3
45242,863,117,4
45243,829,94,3
45244,5,267,3
45245,48,1066,3
45246,16,474,4
45247,155,645,4
45248,467,143,5
45249,183,35,3
45250,550,263,3
45251,710,844,4
45252,740,133,5
45253,537,222,4
45254,311,0,5
45255,55,238,4
45256,304,402,2
45257,183,1085,4
45258,199,933,2
45259,6,571,3
45260,151,1300,5
45261,124,55,1
45262,252,242,2
45263,933,383,4
45264,480,506,4
45265,917,1264,1
45266,309,221,3
45267,909,251,2
45268,48,357,1
45269,614,126,5
45270,86,691,5
45271,357,637,3
45272,325,719,2
45273,180,5,1
45274,775,606,4
45275,189,353,4
45276,177,21,5
45277,2,287,2
45278,93,721,2
45279,599,664,5
45280,771,287,2
45281,654,81,2
45282,434,248,4
45283,789,560,3
45284,451,61,2
45285,360,237,4
45286,648,1243,3
45287,4,232,4
45288,96,131,5
45289,317,404,2
45290,483,203,5
45291,619,767,5
45292,270,293,2
45293,183,1135,4
45294,515,581,5
45295,550,558,5
45296,333,657,3
45297,451,258,2
45298,757,99,5
45299,804,1053,3
45300,895,428,5
45301,105,161,5
45302,31,297,5
45303,393,122,5
45304,215,256,3
45305,157,1302,3
45306,915,1207,2
45307,269,256,4
45308,862,1394,4
45309,662,923,3
45310,697,9,4
45311,84,527,4
45312,275,119,2
45313,587,221,3
45314,9,220,4
45315,617,391,3
45316,109,326,3
45317,159,186,5
45318,646,297,3
45319,275,974,3
45320,406,745,4
45321,867,194,2
45322,15,654,5
45323,536,769,3
45324,449,966,5
45325,89,481,5
45326,391,516,5
45327,613,1008,3
45328,933,1036,1
45329,787,68,4
45330,475,210,5
45331,180,301,2
45332,329,234,5
45333,929,15,1
45334,572,143,4
45335,568,1196,4
45336,500,1009,4
45337,317,943,2
45338,756,205,4
45339,12,517,4
45340,449,939,2
45341,192,120,3
45342,300,372,4
45343,716,1136,5
45344,457,208,4
45345,798,172,5
45346,785,179,4
45347,900,7,3
45348,263,655,4
45349,839,483,5
45350,655,299,2
45351,654,1405,3
45352,347,24,4
45353,62,507,4
45354,502,180,5
45355,451,264,3
45356,346,290,5
45357,478,153,3
45358,664,306,3
45359,431,863,2
45360,58,122,3
45361,124,78,5
45362,404,1226,3
45363,723,357,1
45364,266,157,4
45365,523,429,3
45366,248,466,4
45367,185,158,5
45368,4,409,1
45369,681,582,2
45370,343,21,3
45371,616,428,3
45372,654,51,3
45373,129,595,4
45374,733,603,4
45375,626,1073,3
45376,652,572,1
45377,233,432,2
45378,76,191,3
45379,404,1584,1
45380,828,275,4
45381,200,7,3
45382,726,789,2
45383,206,1282,4
45384,279,158,4
45385,238,49,5
45386,867,580,2
45387,234,1450,4
45388,497,380,3
45389,803,473,4
45390,792,105,3
45391,662,123,3
45392,878,120,4
45393,464,150,3
45394,895,280,2
45395,421,294,3
45396,321,193,5
45397,863,27,5
45398,587,366,5
45399,89,302,4
45400,160,653,3
45401,406,560,4
45402,16,99,4
45403,877,81,3
45404,480,209,4
45405,711,195,4
45406,278,531,1
45407,290,738,3
45408,885,107,5
45409,310,305,4
45410,600,106,4
45411,449,492,4
45412,730,152,3
45413,312,257,3
45414,544,93,3
45415,9,0,4
45416,338,1403,5
45417,275,915,4
45418,188,267,4
45419,666,460,4
45420,912,264,4
45421,937,0,4
45422,285,297,4
45423,789,608,2
45424,639,69,4
45425,12,735,4
45426,10,721,3
45427,678,173,3
45428,591,465,5
45429,471,915,5
45430,16,743,3
45431,231,704,5
45432,263,234,5
45433,639,65,4
45434,837,704,5
45435,358,116,4
45436,513,312,5
45437,697,142,3
45438,161,41,3
45439,98,368,4
45440,393,794,2
45441,834,631,5
45442,355,306,4
45443,122,186,4
45444,482,312,2
45445,268,822,3
45446,124,1182,2
45447,658,3,3
45448,22,482,4
45449,164,431,5
45450,306,312,5
45451,278,389,3
45452,221,432,4
45453,91,366,3
45454,580,126,5
45455,931,388,3
45456,532,608,4
45457,173,283,4
45458,502,777,5
45459,20,451,4
45460,29,682,3
45461,441,128,4
45462,163,341,2
45463,822,418,4
45464,275,720,3
45465,22,510,5
45466,494,422,5
45467,857,753,4
45468,440,8,4
45469,597,312,5
45470,863,87,4
45471,899,428,2
45472,62,301,3
45473,607,1123,4
45474,816,120,3
45475,931,95,4
45476,939,193,5
45477,559,239,3
45478,408,495,5
45479,180,108,1
45480,20,442,4
45481,27,602,3
45482,93,410,3
45483,850,1046,3
45484,285,475,4
45485,451,69,5
45486,621,156,4
45487,345,707,3
45488,850,771,3
45489,193,184,4
45490,243,745,3
45491,566,1450,3
45492,867,94,2
45493,388,126,5
45494,765,658,3
45495,84,187,2
45496,702,299,4
45497,539,299,3
45498,355,321,3
45499,0,141,2
45500,795,487,2
45501,497,261,2
45502,175,457,4
45503,824,832,4
45504,302,955,4
45505,842,392,2
45506,679,814,3
45507,748,293,2
45508,531,1336,3
45509,173,332,4
45510,435,214,4
45511,891,236,4
45512,89,513,3
45513,891,660,5
45514,853,256,3
45515,371,321,3
45516,918,595,3
45517,730,486,4
45518,388,1097,4
45519,129,664,3
45520,326,714,4
45521,416,206,4
45522,659,253,1
45523,468,135,4
45524,494,392,5
45525,384,31,5
45526,95,97,5
45527,372,654,5
45528,723,322,2
45529,242,0,4
45530,906,128,5
45531,449,304,4
45532,415,923,5
45533,921,98,4
45534,527,392,2
45535,266,203,4
45536,118,297,4
45537,584,633,4
45538,882,206,3
45539,63,155,4
45540,497,886,3
45541,209,186,5
45542,781,1257,2
45543,900,377,5
45544,17,198,3
45545,531,332,4
45546,129,880,4
45547,12,785,3
45548,757,208,5
45549,82,214,4
45550,486,30,5
45551,416,64,4
45552,560,801,1
45553,621,164,5
45554,159,181,5
45555,377,230,3
45556,183,234,2
45557,787,147,3
45558,164,180,5
45559,111,747,3
45560,618,181,4
45561,268,734,2
45562,7,686,1
45563,406,175,4
45564,653,237,4
45565,620,54,5
45566,817,1104,1
45567,773,1273,1
45568,436,264,3
45569,464,201,4
45570,183,605,5
45571,205,307,2
45572,270,167,2
45573,885,424,4
45574,468,604,4
45575,207,96,4
45576,591,183,5
45577,654,549,2
45578,144,1032,1
45579,882,683,3
45580,81,167,5
45581,701,299,3
45582,880,10,4
45583,880,273,3
45584,140,743,5
45585,560,200,3
45586,871,333,1
45587,285,126,4
45588,397,49,5
45589,915,53,3
45590,345,232,4
45591,697,750,3
45592,30,704,5
45593,631,202,3
45594,307,515,4
45595,177,96,5
45596,520,221,4
45597,863,541,4
45598,764,136,5
45599,882,549,3
45600,663,413,5
45601,144,330,3
45602,242,508,4
45603,406,182,4
45604,536,391,2
45605,704,470,5
45606,898,233,4
45607,94,513,2
45608,434,576,3
45609,526,27,3
45610,490,272,5
45611,693,1202,4
45612,922,455,4
45613,659,180,4
45614,388,1167,3
45615,412,302,5
45616,158,1220,5
45617,553,410,3
45618,740,741,4
45619,617,232,3
45620,882,862,3
45621,920,844,4
45622,591,148,4
45623,683,721,2
45624,290,14,5
45625,646,195,4
45626,118,1196,4
45627,787,88,5
45628,250,117,3
45629,415,764,4
45630,523,517,3
45631,662,322,2
45632,542,13,4
45633,61,190,5
45634,103,310,1
45635,278,648,3
45636,372,63,4
45637,879,346,5
45638,869,689,2
45639,495,1472,3
45640,659,150,5
45641,814,513,1
45642,404,413,1
45643,345,182,4
45644,354,681,4
45645,840,891,3
45646,115,254,3
45647,774,346,3
45648,544,204,4
45649,91,287,3
45650,478,747,3
45651,386,120,2
45652,404,1167,1
45653,540,621,3
45654,72,517,5
45655,504,1408,3
45656,737,127,4
45657,162,257,4
45658,845,403,4
45659,804,432,4
45660,444,1377,2
45661,449,191,4
45662,278,435,4
45663,918,21,5
45664,279,672,4
45665,897,287,4
45666,302,764,3
45667,609,69,4
45668,312,384,4
45669,654,721,1
45670,680,285,5
45671,122,478,4
45672,853,327,1
45673,252,486,4
45674,12,830,3
45675,893,354,3
45676,663,480,5
45677,117,233,5
45678,63,180,4
45679,692,209,3
45680,415,241,4
45681,173,154,4
45682,17,156,3
45683,746,782,1
45684,891,844,4
45685,665,30,3
45686,654,558,2
45687,915,156,4
45688,180,822,2
45689,638,203,3
45690,185,94,3
45691,59,236,4
45692,298,495,3
45693,538,366,3
45694,523,149,2
45695,212,234,1
45696,408,1368,4
45697,151,254,5
45698,847,198,5
45699,478,294,1
45700,434,596,3
45701,151,503,4
45702,565,855,5
45703,561,230,1
45704,832,4,1
45705,763,844,4
45706,647,234,4
45707,475,32,4
45708,283,538,2
45709,434,22,4
45710,360,185,3
45711,15,167,4
45712,9,49,5
45713,296,297,5
45714,499,237,4
45715,180,1336,1
45716,424,180,4
45717,278,20,3
45718,21,95,5
45719,356,146,5
45720,397,990,2
45721,359,190,4
45722,577,299,4
45723,869,87,2
45724,789,283,4
45725,915,789,2
45726,825,229,4
45727,671,108,4
45728,330,510,5
45729,384,766,1
45730,200,424,3
45731,379,27,4
45732,71,221,1
45733,33,293,1
45734,448,1005,4
45735,524,288,3
45736,434,1073,2
45737,621,372,1
45738,94,143,5
45739,926,28,5
45740,393,207,5
45741,10,432,4
45742,179,777,2
45743,184,177,4
45744,886,27,5
45745,919,269,3
45746,652,204,1
45747,879,1477,3
45748,693,70,4
45749,262,332,2
45750,627,269,5
45751,592,232,2
45752,449,740,3
45753,850,352,3
45754,680,1104,3
45755,294,49,5
45756,94,57,3
45757,150,24,4
45758,716,298,4
45759,532,281,4
45760,701,258,3
45761,756,96,4
45762,591,268,4
45763,477,868,2
45764,71,590,5
45765,381,251,2
45766,270,207,4
45767,726,878,4
45768,404,553,1
45769,229,422,5
45770,575,124,4
45771,159,136,4
45772,819,312,5
45773,183,398,3
45774,752,749,2
45775,405,664,3
45776,91,449,2
45777,550,627,5
45778,707,150,4
45779,520,180,4
45780,379,63,3
45781,932,1027,2
45782,888,182,3
45783,711,584,4
45784,715,57,5
45785,333,110,3
45786,444,643,3
45787,233,232,2
45788,587,160,4
45789,587,14,5
45790,441,163,2
45791,292,1017,3
45792,470,49,3
45793,706,640,1
45794,333,552,1
45795,654,22,3
45796,607,489,4
45797,232,134,4
45798,549,120,5
45799,345,362,3
45800,909,209,4
45801,43,541,3
45802,84,161,2
45803,449,789,2
45804,535,264,5
45805,585,2,5
45806,867,997,2
45807,266,156,5
45808,436,657,4
45809,664,133,4
45810,242,214,3
45811,377,541,4
45812,833,271,4
45813,396,988,1
45814,345,67,3
45815,405,413,2
45816,586,285,4
45817,847,731,5
45818,311,178,5
45819,307,283,4
45820,318,332,4
45821,754,342,3
45822,436,745,4
45823,384,481,3
45824,770,14,5
45825,108,173,5
45826,449,515,5
45827,536,64,3
45828,55,746,4
45829,494,207,5
45830,654,353,2
45831,7,54,5
45832,536,324,1
45833,310,43,3
45834,686,244,3
45835,591,47,5
45836,594,761,4
45837,86,999,3
45838,745,422,3
45839,660,96,4
45840,148,677,2
45841,698,531,3
45842,473,641,4
45843,304,946,4
45844,628,209,5
45845,842,184,3
45846,400,142,4
45847,278,166,3
45848,159,0,4
45849,805,587,4
45850,518,907,5
45851,710,239,1
45852,275,90,5
45853,310,38,4
45854,233,654,3
45855,544,450,3
45856,74,239,1
45857,196,38,2
45858,785,404,4
45859,193,615,3
45860,797,1065,2
45861,477,368,3
45862,404,1534,1
45863,753,281,4
45864,76,99,3
45865,858,474,4
45866,292,346,2
45867,505,1072,4
45868,876,514,5
45869,839,194,5
45870,93,635,4
45871,303,894,3
45872,57,7,4
45873,620,832,3
45874,42,188,5
45875,233,189,3
45876,331,221,4
45877,434,337,2
45878,275,432,4
45879,451,59,1
45880,400,171,3
45881,404,1034,1
45882,307,88,5
45883,278,540,3
45884,781,255,2
45885,646,81,4
45886,471,762,4
45887,542,63,4
45888,31,1015,1
45889,338,234,3
45890,55,200,4
45891,911,153,4
45892,206,130,3
45893,173,1040,5
45894,641,39,4
45895,839,746,4
45896,58,105,4
45897,847,1062,5
45898,496,412,3
45899,302,4,2
45900,404,196,4
45901,477,974,4
45902,626,67,4
45903,294,496,5
45904,931,638,5
45905,814,495,5
45906,616,356,4
45907,797,364,3
45908,895,517,3
45909,920,1033,3
45910,333,237,4
45911,436,97,5
45912,772,1,3
45913,232,494,4
45914,57,271,5
45915,107,124,3
45916,416,72,3
45917,751,1175,2
45918,453,453,3
45919,804,99,5
45920,46,261,5
45921,473,526,5
45922,678,62,3
45923,232,583,4
45924,279,485,5
45925,485,1085,3
45926,275,281,4
45927,253,1442,4
45928,611,925,2
45929,804,258,1
45930,91,63,4
45931,692,627,4
45932,807,871,5
45933,893,918,4
45934,27,216,3
45935,715,1285,2
45936,503,1420,4
45937,878,750,2
45938,5,300,2
45939,534,210,4
45940,636,322,1
45941,159,769,4
45942,404,996,1
45943,716,6,4
45944,108,256,5
45945,922,974,4
45946,307,596,3
45947,252,55,3
45948,882,552,4
45949,306,630,3
45950,311,637,5
45951,293,507,4
45952,177,268,4
45953,56,1072,3
45954,236,473,5
45955,187,258,3
45956,933,616,4
45957,298,60,4
45958,377,386,4
45959,386,201,3
45960,94,1220,4
45961,108,203,4
45962,345,82,4
45963,388,80,3
45964,84,628,3
45965,536,300,2
45966,863,185,4
45967,404,139,3
45968,692,143,4
45969,14,330,3
45970,532,167,4
45971,41,228,4
45972,642,545,3
45973,333,82,4
45974,646,1062,3
45975,668,354,2
45976,290,1276,4
45977,750,1,4
45978,392,258,4
45979,312,673,2
45980,771,747,3
45981,291,422,5
45982,292,1332,4
45983,658,201,4
45984,736,21,4
45985,298,6,3
45986,117,16,3
45987,448,117,1
45988,275,684,4
45989,300,149,4
45990,845,1017,4
45991,803,551,4
45992,715,825,2
45993,404,736,1
45994,210,274,2
45995,664,474,3
45996,755,324,3
45997,672,344,4
45998,534,132,5
45999,932,230,1
46000,458,1050,3
46001,599,372,3
46002,333,448,3
46003,298,654,3
46004,480,392,3
46005,740,450,3
46006,884,68,4
46007,173,659,5
46008,789,258,2
46009,692,11,4
46010,789,571,3
46011,295,198,5
46012,866,656,5
46013,83,3,3
46014,313,327,4
46015,572,161,4
46016,659,160,1
46017,542,641,3
46018,379,434,3
46019,789,40,3
46020,109,53,4
46021,614,735,5
46022,234,229,4
46023,458,285,4
46024,327,160,4
46025,638,461,5
46026,506,596,5
46027,846,498,4
46028,471,160,5
46029,140,925,4
46030,880,131,3
46031,41,101,5
46032,388,93,2
46033,173,422,2
46034,398,167,3
46035,275,168,5
46036,849,968,5
46037,415,70,4
46038,0,264,4
46039,893,1254,4
46040,343,714,4
46041,888,158,3
46042,565,383,3
46043,72,88,5
46044,344,124,3
46045,339,416,5
46046,449,904,5
46047,706,526,5
46048,850,63,5
46049,849,741,5
46050,488,324,5
46051,12,482,5
46052,647,1270,4
46053,869,630,2
46054,63,446,4
46055,180,290,3
46056,259,306,3
46057,562,565,4
46058,478,135,4
46059,351,194,4
46060,298,1213,2
46061,645,907,3
46062,6,141,3
46063,439,311,5
46064,285,381,5
46065,910,483,3
46066,795,248,1
46067,269,386,5
46068,384,487,5
46069,886,203,5
46070,185,78,5
46071,560,545,1
46072,188,202,3
46073,931,1448,5
46074,681,156,4
46075,907,204,3
46076,103,269,4
46077,821,587,2
46078,392,576,4
46079,353,291,4
46080,304,609,3
46081,896,632,5
46082,292,481,4
46083,618,719,4
46084,631,149,2
46085,748,570,3
46086,233,130,3
46087,225,178,4
46088,25,13,3
46089,879,110,4
46090,503,237,3
46091,233,656,4
46092,94,1226,2
46093,576,306,3
46094,317,25,5
46095,883,1008,2
46096,913,380,3
46097,477,1100,4
46098,245,158,3
46099,177,232,4
46100,221,754,4
46101,358,407,5
46102,862,1242,4
46103,626,198,5
46104,378,602,5
46105,262,264,4
46106,349,529,4
46107,428,427,4
46108,594,927,3
46109,345,183,1
46110,360,332,2
46111,273,257,5
46112,604,292,3
46113,517,288,4
46114,829,967,4
46115,398,672,3
46116,377,381,4
46117,70,922,5
46118,897,323,4
46119,845,495,3
46120,768,1321,2
46121,171,513,3
46122,367,97,3
46123,649,161,3
46124,25,116,3
46125,616,131,1
46126,787,379,3
46127,756,256,4
46128,427,271,5
46129,350,1104,4
46130,933,174,4
46131,292,482,5
46132,845,177,4
46133,384,870,1
46134,140,0,3
46135,435,46,4
46136,215,746,4
46137,233,484,3
46138,285,450,5
46139,22,97,5
46140,250,182,5
46141,455,401,2
46142,331,870,3
46143,311,479,5
46144,400,683,4
46145,532,870,2
46146,13,356,2
46147,591,454,4
46148,404,1470,1
46149,392,1048,4
46150,465,567,3
46151,206,996,1
46152,884,945,3
46153,870,525,5
46154,845,777,4
46155,180,268,1
46156,689,662,4
46157,136,120,5
46158,649,1,3
46159,697,167,3
46160,63,958,4
46161,267,1109,3
46162,188,587,4
46163,109,257,4
46164,329,87,5
46165,503,57,3
46166,58,257,3
46167,585,294,3
46168,59,477,3
46169,268,1102,5
46170,326,685,4
46171,766,169,5
46172,488,990,3
46173,408,1193,5
46174,842,175,4
46175,931,486,3
46176,84,94,4
46177,604,470,3
46178,900,404,4
46179,620,385,3
46180,141,321,2
46181,386,199,5
46182,547,344,1
46183,329,548,5
46184,10,523,4
46185,390,275,3
46186,82,242,3
46187,417,314,2
46188,534,970,2
46189,42,154,4
46190,826,688,3
46191,307,215,3
46192,91,117,2
46193,541,272,3
46194,223,195,4
46195,829,750,2
46196,159,831,1
46197,734,126,4
46198,58,134,5
46199,108,848,2
46200,117,155,5
46201,446,473,3
46202,931,490,5
46203,620,275,4
46204,471,561,5
46205,118,709,4
46206,428,181,4
46207,659,773,3
46208,274,661,3
46209,842,442,4
46210,617,431,5
46211,226,287,2
46212,434,174,4
46213,197,958,3
46214,391,301,5
46215,338,460,5
46216,129,288,5
46217,895,545,2
46218,526,178,3
46219,41,410,4
46220,29,1,3
46221,446,180,5
46222,922,824,4
46223,710,740,4
46224,587,402,3
46225,77,256,4
46226,446,97,4
46227,693,214,3
46228,754,687,3
46229,435,567,5
46230,84,417,3
46231,756,231,3
46232,290,76,4
46233,24,133,4
46234,250,184,5
46235,369,171,4
46236,91,7,5
46237,416,791,4
46238,885,825,1
46239,504,357,3
46240,362,504,3
46241,885,287,4
46242,926,559,2
46243,283,258,2
46244,243,1056,4
46245,233,164,5
46246,734,8,4
46247,533,716,5
46248,444,294,1
46249,267,761,2
46250,550,158,4
46251,245,99,4
46252,723,287,4
46253,70,51,4
46254,55,861,3
46255,74,741,1
46256,554,268,5
46257,257,257,2
46258,867,135,5
46259,860,115,4
46260,200,430,1
46261,117,52,5
46262,296,497,3
46263,223,976,2
46264,654,859,3
46265,755,54,5
46266,585,977,2
46267,196,807,3
46268,372,212,4
46269,177,0,4
46270,584,462,5
46271,409,346,1
46272,302,209,4
46273,822,501,5
46274,442,947,1
46275,180,1039,1
46276,596,180,4
46277,268,87,1
46278,449,922,5
46279,516,257,5
46280,300,409,4
46281,397,190,4
46282,910,175,4
46283,451,517,5
46284,644,657,4
46285,706,426,4
46286,778,274,4
46287,766,21,4
46288,892,1011,3
46289,84,99,3
46290,475,1179,3
46291,898,82,4
46292,304,855,5
46293,847,196,5
46294,523,706,4
46295,882,7,4
46296,300,162,3
46297,891,648,5
46298,499,1194,4
46299,493,602,3
46300,898,497,4
46301,9,177,5
46302,343,147,2
46303,833,267,3
46304,205,895,4
46305,510,894,4
46306,258,297,4
46307,108,62,3
46308,775,437,2
46309,93,508,5
46310,310,135,5
46311,454,530,3
46312,255,760,4
46313,893,1314,3
46314,660,417,4
46315,136,234,5
46316,806,7,4
46317,404,876,1
46318,6,641,3
46319,814,93,3
46320,450,335,4
46321,384,960,4
46322,292,1118,1
46323,326,1066,4
46324,328,299,4
46325,541,774,2
46326,545,859,4
46327,892,818,3
46328,493,1196,3
46329,391,872,3
46330,118,315,4
46331,842,1038,3
46332,285,138,3
46333,535,274,5
46334,156,2,3
46335,523,68,4
46336,637,120,4
46337,55,152,4
46338,61,287,2
46339,624,175,4
46340,485,1093,2
46341,902,275,5
46342,233,78,3
46343,97,87,3
46344,373,196,5
46345,105,1027,3
46346,69,595,3
46347,762,24,4
46348,268,167,4
46349,494,1,2
46350,473,708,5
46351,927,113,5
46352,279,728,2
46353,541,99,4
46354,804,11,4
46355,693,603,4
46356,367,440,3
46357,888,561,3
46358,502,602,3
46359,404,1434,1
46360,371,843,4
46361,523,795,3
46362,458,288,4
46363,335,14,4
46364,356,283,4
46365,473,734,4
46366,14,291,5
46367,554,117,4
46368,888,522,4
46369,503,484,4
46370,114,12,5
46371,805,69,2
46372,536,130,4
46373,626,384,2
46374,104,750,2
46375,270,3,5
46376,66,239,5
46377,90,180,5
46378,144,48,3
46379,55,173,5
46380,879,253,2
46381,494,431,5
46382,558,317,5
46383,536,196,4
46384,685,541,1
46385,536,518,3
46386,541,72,3
46387,308,937,4
46388,14,924,2
46389,139,300,3
46390,194,1417,4
46391,343,283,3
46392,449,321,4
46393,59,734,5
46394,628,264,4
46395,814,76,4
46396,886,120,5
46397,307,824,4
46398,159,239,4
46399,5,484,5
46400,184,195,4
46401,121,1167,4
46402,110,271,3
46403,664,187,4
46404,359,78,4
46405,781,1081,3
46406,251,13,4
46407,755,402,2
46408,398,287,3
46409,733,212,5
46410,785,708,2
46411,397,158,3
46412,747,497,4
46413,206,461,3
